板块名称,主力资金净流入(亿),时间,趋势
深股通,-883.24,2026-05-14,↓ 净流出
MSCI中国,-954.97,2026-05-14,↓ 净流出
富时罗素,-1024.79,2026-05-14,↓ 净流出
融资融券,-1612.77,2026-05-14,↓ 净流出
伊泰Ｂ股,0.00,2026-05-14,↓ 净流出
耀皮Ｂ股,0.00,2026-05-14,↓ 净流出
国新B股,0.00,2026-05-14,↓ 净流出
云赛Ｂ股,0.00,2026-05-14,↓ 净流出
百联Ｂ股,0.00,2026-05-14,↓ 净流出
华谊B股,0.00,2026-05-14,↓ 净流出
海控B股,0.00,2026-05-14,↓ 净流出
大名城B,-0.00,2026-05-14,↓ 净流出
汇丽B,-0.00,2026-05-14,↓ 净流出
氯碱Ｂ股,-0.00,2026-05-14,↓ 净流出
大众Ｂ股,-0.00,2026-05-14,↓ 净流出
机电Ｂ股,-0.00,2026-05-14,↓ 净流出
海欣Ｂ股,-0.00,2026-05-14,↓ 净流出
黄山Ｂ股,-0.00,2026-05-14,↓ 净流出
市北B股,-0.00,2026-05-14,↓ 净流出
华电B股,-0.00,2026-05-14,↓ 净流出
ST中路B,-0.00,2026-05-14,↓ 净流出
金煤B股,-0.00,2026-05-14,↓ 净流出
中毅达B,-0.00,2026-05-14,↓ 净流出
海立Ｂ股,-0.00,2026-05-14,↓ 净流出
宝信Ｂ,-0.00,2026-05-14,↓ 净流出
海科B,-0.00,2026-05-14,↓ 净流出
动力Ｂ股,-0.00,2026-05-14,↓ 净流出
凤凰B股,-0.00,2026-05-14,↓ 净流出
东信Ｂ股,-0.00,2026-05-14,↓ 净流出
陆家Ｂ股,-0.00,2026-05-14,↓ 净流出
振华Ｂ股,-0.00,2026-05-14,↓ 净流出
鄂资Ｂ股,-0.00,2026-05-14,↓ 净流出
