板块名称,主力资金净流入(亿),时间,趋势
出版传媒,-0.10,2026-05-14,↓ 净流出
两面针,-0.10,2026-05-14,↓ 净流出
华安证券,-0.10,2026-05-14,↓ 净流出
协和电子,-0.10,2026-05-14,↓ 净流出
顶点软件,-0.10,2026-05-14,↓ 净流出
兰花科创,-0.11,2026-05-14,↓ 净流出
丽人丽妆,-0.11,2026-05-14,↓ 净流出
百利电气,-0.11,2026-05-14,↓ 净流出
林海股份,-0.11,2026-05-14,↓ 净流出
南钢股份,-0.11,2026-05-14,↓ 净流出
*ST海华,-0.11,2026-05-14,↓ 净流出
紫金银行,-0.11,2026-05-14,↓ 净流出
科博达,-0.11,2026-05-14,↓ 净流出
保隆科技,-0.11,2026-05-14,↓ 净流出
诚意药业,-0.11,2026-05-14,↓ 净流出
日照港,-0.11,2026-05-14,↓ 净流出
五洲交通,-0.11,2026-05-14,↓ 净流出
ST嘉澳,-0.11,2026-05-14,↓ 净流出
欧派家居,-0.11,2026-05-14,↓ 净流出
一拖股份,-0.11,2026-05-14,↓ 净流出
玻璃制造,-0.11,2026-05-14,↓ 净流出
神驰机电,-0.11,2026-05-14,↓ 净流出
创力集团,-0.11,2026-05-14,↓ 净流出
水产养殖,-0.11,2026-05-14,↓ 净流出
绿能慧充,-0.11,2026-05-14,↓ 净流出
飞乐音响,-0.11,2026-05-14,↓ 净流出
安泰集团,-0.11,2026-05-14,↓ 净流出
鼎信通讯,-0.11,2026-05-14,↓ 净流出
川仪股份,-0.11,2026-05-14,↓ 净流出
鑫源智造,-0.11,2026-05-14,↓ 净流出
宁波富邦,-0.11,2026-05-14,↓ 净流出
翠微股份,-0.11,2026-05-14,↓ 净流出
四创电子,-0.11,2026-05-14,↓ 净流出
世茂能源,-0.11,2026-05-14,↓ 净流出
爱建集团,-0.11,2026-05-14,↓ 净流出
泰鸿万立,-0.11,2026-05-14,↓ 净流出
中国东航,-0.11,2026-05-14,↓ 净流出
汽车经销商,-0.11,2026-05-14,↓ 净流出
拉芳家化,-0.11,2026-05-14,↓ 净流出
新城控股,-0.11,2026-05-14,↓ 净流出
B股,-0.11,2026-05-14,↓ 净流出
精工钢构,-0.11,2026-05-14,↓ 净流出
ST明诚,-0.11,2026-05-14,↓ 净流出
联合水务,-0.11,2026-05-14,↓ 净流出
人民同泰,-0.11,2026-05-14,↓ 净流出
大千生态,-0.11,2026-05-14,↓ 净流出
厦门国贸,-0.12,2026-05-14,↓ 净流出
长白山,-0.12,2026-05-14,↓ 净流出
空港股份,-0.12,2026-05-14,↓ 净流出
海兴电力,-0.12,2026-05-14,↓ 净流出
菲林格尔,-0.12,2026-05-14,↓ 净流出
昆药集团,-0.12,2026-05-14,↓ 净流出
洪田股份,-0.12,2026-05-14,↓ 净流出
预制菜概念,-0.12,2026-05-14,↓ 净流出
奥锐特,-0.12,2026-05-14,↓ 净流出
ST龙元,-0.12,2026-05-14,↓ 净流出
春风动力,-0.12,2026-05-14,↓ 净流出
熟食,-0.12,2026-05-14,↓ 净流出
汇顶科技,-0.12,2026-05-14,↓ 净流出
万华化学,-0.12,2026-05-14,↓ 净流出
朗博科技,-0.12,2026-05-14,↓ 净流出
城投控股,-0.12,2026-05-14,↓ 净流出
百大集团,-0.12,2026-05-14,↓ 净流出
甬金股份,-0.12,2026-05-14,↓ 净流出
大湖股份,-0.12,2026-05-14,↓ 净流出
德昌股份,-0.12,2026-05-14,↓ 净流出
园林股份,-0.12,2026-05-14,↓ 净流出
科林电气,-0.12,2026-05-14,↓ 净流出
福然德,-0.12,2026-05-14,↓ 净流出
中国国贸,-0.12,2026-05-14,↓ 净流出
华旺科技,-0.13,2026-05-14,↓ 净流出
新中港,-0.13,2026-05-14,↓ 净流出
新疆众和,-0.13,2026-05-14,↓ 净流出
海信视像,-0.13,2026-05-14,↓ 净流出
金徽股份,-0.13,2026-05-14,↓ 净流出
八方股份,-0.13,2026-05-14,↓ 净流出
江苏华辰,-0.13,2026-05-14,↓ 净流出
佳力图,-0.13,2026-05-14,↓ 净流出
华鲁恒升,-0.13,2026-05-14,↓ 净流出
林平发展,-0.13,2026-05-14,↓ 净流出
兴业证券,-0.13,2026-05-14,↓ 净流出
电科数字,-0.13,2026-05-14,↓ 净流出
同仁堂,-0.13,2026-05-14,↓ 净流出
华翔股份,-0.13,2026-05-14,↓ 净流出
市北高新,-0.13,2026-05-14,↓ 净流出
基蛋生物,-0.13,2026-05-14,↓ 净流出
青松建化,-0.13,2026-05-14,↓ 净流出
三峡水利,-0.13,2026-05-14,↓ 净流出
美邦股份,-0.13,2026-05-14,↓ 净流出
道生天合,-0.13,2026-05-14,↓ 净流出
科新发展,-0.13,2026-05-14,↓ 净流出
中国银河,-0.13,2026-05-14,↓ 净流出
达仁堂,-0.13,2026-05-14,↓ 净流出
通用股份,-0.13,2026-05-14,↓ 净流出
兰石重装,-0.13,2026-05-14,↓ 净流出
上海电影,-0.13,2026-05-14,↓ 净流出
隧道股份,-0.13,2026-05-14,↓ 净流出
ST海泰,-0.13,2026-05-14,↓ 净流出
大业股份,-0.13,2026-05-14,↓ 净流出
上港集团,-0.13,2026-05-14,↓ 净流出
合盛硅业,-0.13,2026-05-14,↓ 净流出
华塑股份,-0.13,2026-05-14,↓ 净流出
金能科技,-0.13,2026-05-14,↓ 净流出
三峰环境,-0.13,2026-05-14,↓ 净流出
今创集团,-0.13,2026-05-14,↓ 净流出
尖峰集团,-0.13,2026-05-14,↓ 净流出
澳柯玛,-0.13,2026-05-14,↓ 净流出
振江股份,-0.13,2026-05-14,↓ 净流出
麦加芯彩,-0.13,2026-05-14,↓ 净流出
印染,-0.13,2026-05-14,↓ 净流出
王府井,-0.13,2026-05-14,↓ 净流出
西藏药业,-0.13,2026-05-14,↓ 净流出
华达新材,-0.13,2026-05-14,↓ 净流出
阳光照明,-0.14,2026-05-14,↓ 净流出
诺力股份,-0.14,2026-05-14,↓ 净流出
上工申贝,-0.14,2026-05-14,↓ 净流出
大恒科技,-0.14,2026-05-14,↓ 净流出
新黄浦,-0.14,2026-05-14,↓ 净流出
汉马科技,-0.14,2026-05-14,↓ 净流出
*ST东珠,-0.14,2026-05-14,↓ 净流出
睿能科技,-0.14,2026-05-14,↓ 净流出
永兴股份,-0.14,2026-05-14,↓ 净流出
凤凰光学,-0.14,2026-05-14,↓ 净流出
亚泰集团,-0.14,2026-05-14,↓ 净流出
松霖科技,-0.14,2026-05-14,↓ 净流出
宏盛华源,-0.14,2026-05-14,↓ 净流出
菲达环保,-0.14,2026-05-14,↓ 净流出
华能蒙电,-0.14,2026-05-14,↓ 净流出
贵绳股份,-0.14,2026-05-14,↓ 净流出
果蔬加工,-0.14,2026-05-14,↓ 净流出
海正药业,-0.14,2026-05-14,↓ 净流出
福蓉科技,-0.14,2026-05-14,↓ 净流出
神通科技,-0.14,2026-05-14,↓ 净流出
赛伍技术,-0.14,2026-05-14,↓ 净流出
江苏有线,-0.14,2026-05-14,↓ 净流出
水发燃气,-0.14,2026-05-14,↓ 净流出
湖南海利,-0.14,2026-05-14,↓ 净流出
新力金融,-0.14,2026-05-14,↓ 净流出
同庆楼,-0.15,2026-05-14,↓ 净流出
苏美达,-0.15,2026-05-14,↓ 净流出
日月股份,-0.15,2026-05-14,↓ 净流出
新钢股份,-0.15,2026-05-14,↓ 净流出
马应龙,-0.15,2026-05-14,↓ 净流出
华峰铝业,-0.15,2026-05-14,↓ 净流出
骏亚科技,-0.15,2026-05-14,↓ 净流出
潞安环能,-0.15,2026-05-14,↓ 净流出
陕西黑猫,-0.15,2026-05-14,↓ 净流出
益佰制药,-0.15,2026-05-14,↓ 净流出
上海医药,-0.15,2026-05-14,↓ 净流出
房产租赁经纪,-0.15,2026-05-14,↓ 净流出
丰倍生物,-0.15,2026-05-14,↓ 净流出
东兴证券,-0.15,2026-05-14,↓ 净流出
ST人福,-0.15,2026-05-14,↓ 净流出
东风股份,-0.15,2026-05-14,↓ 净流出
至信股份,-0.15,2026-05-14,↓ 净流出
中国海防,-0.15,2026-05-14,↓ 净流出
昊华能源,-0.15,2026-05-14,↓ 净流出
博迈科,-0.15,2026-05-14,↓ 净流出
珀莱雅,-0.16,2026-05-14,↓ 净流出
鹿山新材,-0.16,2026-05-14,↓ 净流出
富春染织,-0.16,2026-05-14,↓ 净流出
中泰证券,-0.16,2026-05-14,↓ 净流出
创业环保,-0.16,2026-05-14,↓ 净流出
苏能股份,-0.16,2026-05-14,↓ 净流出
轻纺城,-0.16,2026-05-14,↓ 净流出
掌阅科技,-0.16,2026-05-14,↓ 净流出
泰瑞机器,-0.16,2026-05-14,↓ 净流出
渔业,-0.16,2026-05-14,↓ 净流出
杭州银行,-0.16,2026-05-14,↓ 净流出
上海沿浦,-0.16,2026-05-14,↓ 净流出
上海家化,-0.16,2026-05-14,↓ 净流出
中谷物流,-0.16,2026-05-14,↓ 净流出
宁波精达,-0.16,2026-05-14,↓ 净流出
锦江在线,-0.16,2026-05-14,↓ 净流出
白云机场,-0.16,2026-05-14,↓ 净流出
润本股份,-0.16,2026-05-14,↓ 净流出
西南证券,-0.16,2026-05-14,↓ 净流出
北投科技,-0.16,2026-05-14,↓ 净流出
四川路桥,-0.16,2026-05-14,↓ 净流出
安通控股,-0.17,2026-05-14,↓ 净流出
华资实业,-0.17,2026-05-14,↓ 净流出
立霸股份,-0.17,2026-05-14,↓ 净流出
中国黄金,-0.17,2026-05-14,↓ 净流出
钛白粉,-0.17,2026-05-14,↓ 净流出
江南水务,-0.17,2026-05-14,↓ 净流出
杭齿前进,-0.17,2026-05-14,↓ 净流出
杭叉集团,-0.17,2026-05-14,↓ 净流出
大连圣亚,-0.17,2026-05-14,↓ 净流出
时代出版,-0.17,2026-05-14,↓ 净流出
沪光股份,-0.18,2026-05-14,↓ 净流出
金隅集团,-0.18,2026-05-14,↓ 净流出
中原证券,-0.18,2026-05-14,↓ 净流出
格尔软件,-0.18,2026-05-14,↓ 净流出
天坛生物,-0.18,2026-05-14,↓ 净流出
横店影视,-0.18,2026-05-14,↓ 净流出
荣泰健康,-0.18,2026-05-14,↓ 净流出
友升股份,-0.18,2026-05-14,↓ 净流出
中策橡胶,-0.18,2026-05-14,↓ 净流出
交建股份,-0.18,2026-05-14,↓ 净流出
无锡振华,-0.18,2026-05-14,↓ 净流出
金煤科技,-0.18,2026-05-14,↓ 净流出
东吴证券,-0.18,2026-05-14,↓ 净流出
锦江酒店,-0.18,2026-05-14,↓ 净流出
福日电子,-0.18,2026-05-14,↓ 净流出
东软集团,-0.18,2026-05-14,↓ 净流出
武进不锈,-0.18,2026-05-14,↓ 净流出
大豪科技,-0.18,2026-05-14,↓ 净流出
冠城新材,-0.19,2026-05-14,↓ 净流出
南京证券,-0.19,2026-05-14,↓ 净流出
南京新百,-0.19,2026-05-14,↓ 净流出
ST中珠,-0.19,2026-05-14,↓ 净流出
新坐标,-0.19,2026-05-14,↓ 净流出
晋亿实业,-0.19,2026-05-14,↓ 净流出
爱柯迪,-0.19,2026-05-14,↓ 净流出
百川能源,-0.19,2026-05-14,↓ 净流出
腾达建设,-0.19,2026-05-14,↓ 净流出
晨丰科技,-0.19,2026-05-14,↓ 净流出
*ST闻泰,-0.19,2026-05-14,↓ 净流出
德力佳,-0.19,2026-05-14,↓ 净流出
宁波建工,-0.19,2026-05-14,↓ 净流出
柏诚股份,-0.19,2026-05-14,↓ 净流出
西昌电力,-0.19,2026-05-14,↓ 净流出
新亚电子,-0.19,2026-05-14,↓ 净流出
宝信软件,-0.19,2026-05-14,↓ 净流出
安徽建工,-0.19,2026-05-14,↓ 净流出
园林工程,-0.20,2026-05-14,↓ 净流出
丽岛新材,-0.20,2026-05-14,↓ 净流出
长江通信,-0.20,2026-05-14,↓ 净流出
湖南天雁,-0.20,2026-05-14,↓ 净流出
ST金鸿顺,-0.20,2026-05-14,↓ 净流出
百花医药,-0.20,2026-05-14,↓ 净流出
富佳股份,-0.20,2026-05-14,↓ 净流出
重庆钢铁,-0.20,2026-05-14,↓ 净流出
汽车综合服务,-0.20,2026-05-14,↓ 净流出
骆驼股份,-0.20,2026-05-14,↓ 净流出
中电电机,-0.20,2026-05-14,↓ 净流出
酒钢宏兴,-0.20,2026-05-14,↓ 净流出
尚纬股份,-0.20,2026-05-14,↓ 净流出
东望时代,-0.20,2026-05-14,↓ 净流出
宝泰隆,-0.20,2026-05-14,↓ 净流出
分立器件,-0.20,2026-05-14,↓ 净流出
风范股份,-0.20,2026-05-14,↓ 净流出
金域医学,-0.20,2026-05-14,↓ 净流出
首创证券,-0.20,2026-05-14,↓ 净流出
春兰股份,-0.21,2026-05-14,↓ 净流出
法兰泰克,-0.21,2026-05-14,↓ 净流出
安彩高科,-0.21,2026-05-14,↓ 净流出
生物股份,-0.21,2026-05-14,↓ 净流出
惠泉啤酒,-0.21,2026-05-14,↓ 净流出
七一二,-0.21,2026-05-14,↓ 净流出
郴电国际,-0.21,2026-05-14,↓ 净流出
龙溪股份,-0.21,2026-05-14,↓ 净流出
中衡设计,-0.21,2026-05-14,↓ 净流出
农商行Ⅲ,-0.21,2026-05-14,↓ 净流出
博瑞传播,-0.21,2026-05-14,↓ 净流出
捷昌驱动,-0.21,2026-05-14,↓ 净流出
信雅达,-0.21,2026-05-14,↓ 净流出
大有能源,-0.21,2026-05-14,↓ 净流出
锡华科技,-0.21,2026-05-14,↓ 净流出
厦工股份,-0.22,2026-05-14,↓ 净流出
泰晶科技,-0.22,2026-05-14,↓ 净流出
山煤国际,-0.22,2026-05-14,↓ 净流出
中铁工业,-0.22,2026-05-14,↓ 净流出
移远通信,-0.22,2026-05-14,↓ 净流出
统一股份,-0.22,2026-05-14,↓ 净流出
浪潮软件,-0.22,2026-05-14,↓ 净流出
电子城,-0.22,2026-05-14,↓ 净流出
康欣新材,-0.22,2026-05-14,↓ 净流出
*ST帅电,-0.22,2026-05-14,↓ 净流出
东方创业,-0.22,2026-05-14,↓ 净流出
海航科技,-0.22,2026-05-14,↓ 净流出
越剑智能,-0.22,2026-05-14,↓ 净流出
海澜之家,-0.22,2026-05-14,↓ 净流出
南京商旅,-0.22,2026-05-14,↓ 净流出
纺织服装设备,-0.22,2026-05-14,↓ 净流出
鸣志电器,-0.23,2026-05-14,↓ 净流出
通宝能源,-0.23,2026-05-14,↓ 净流出
交运股份,-0.23,2026-05-14,↓ 净流出
杭州热电,-0.23,2026-05-14,↓ 净流出
浙商银行,-0.23,2026-05-14,↓ 净流出
芯能科技,-0.23,2026-05-14,↓ 净流出
冠农股份,-0.23,2026-05-14,↓ 净流出
*ST正平,-0.23,2026-05-14,↓ 净流出
农发种业,-0.23,2026-05-14,↓ 净流出
海螺水泥,-0.23,2026-05-14,↓ 净流出
朗迪集团,-0.23,2026-05-14,↓ 净流出
财达证券,-0.24,2026-05-14,↓ 净流出
信捷电气,-0.24,2026-05-14,↓ 净流出
日出东方,-0.24,2026-05-14,↓ 净流出
波导股份,-0.24,2026-05-14,↓ 净流出
*ST国中,-0.24,2026-05-14,↓ 净流出
国旅联合,-0.24,2026-05-14,↓ 净流出
卫浴电器,-0.25,2026-05-14,↓ 净流出
申能股份,-0.25,2026-05-14,↓ 净流出
莲花控股,-0.25,2026-05-14,↓ 净流出
中科软,-0.25,2026-05-14,↓ 净流出
天下秀,-0.25,2026-05-14,↓ 净流出
中国医药,-0.25,2026-05-14,↓ 净流出
金地集团,-0.25,2026-05-14,↓ 净流出
苏州科达,-0.25,2026-05-14,↓ 净流出
通达电气,-0.25,2026-05-14,↓ 净流出
能科科技,-0.25,2026-05-14,↓ 净流出
厨卫电器,-0.25,2026-05-14,↓ 净流出
新安股份,-0.25,2026-05-14,↓ 净流出
石化油服,-0.25,2026-05-14,↓ 净流出
皖维高新,-0.25,2026-05-14,↓ 净流出
佳都科技,-0.25,2026-05-14,↓ 净流出
中信金属,-0.25,2026-05-14,↓ 净流出
长材,-0.25,2026-05-14,↓ 净流出
其他养殖,-0.25,2026-05-14,↓ 净流出
香溢融通,-0.25,2026-05-14,↓ 净流出
华锡有色,-0.26,2026-05-14,↓ 净流出
中船科技,-0.26,2026-05-14,↓ 净流出
上海环境,-0.26,2026-05-14,↓ 净流出
富维股份,-0.26,2026-05-14,↓ 净流出
航天信息,-0.26,2026-05-14,↓ 净流出
吉祥航空,-0.26,2026-05-14,↓ 净流出
通策医疗,-0.26,2026-05-14,↓ 净流出
高能环境,-0.26,2026-05-14,↓ 净流出
华阳股份,-0.26,2026-05-14,↓ 净流出
非运动服装,-0.26,2026-05-14,↓ 净流出
荣晟环保,-0.26,2026-05-14,↓ 净流出
梅雁吉祥,-0.26,2026-05-14,↓ 净流出
五矿资本,-0.26,2026-05-14,↓ 净流出
餐饮,-0.27,2026-05-14,↓ 净流出
超讯通信,-0.27,2026-05-14,↓ 净流出
福莱新材,-0.27,2026-05-14,↓ 净流出
招商证券,-0.27,2026-05-14,↓ 净流出
安徽合力,-0.27,2026-05-14,↓ 净流出
福莱特,-0.27,2026-05-14,↓ 净流出
酒店,-0.27,2026-05-14,↓ 净流出
国联民生,-0.27,2026-05-14,↓ 净流出
国投中鲁,-0.27,2026-05-14,↓ 净流出
定制家居,-0.27,2026-05-14,↓ 净流出
鼎胜新材,-0.27,2026-05-14,↓ 净流出
宏盛股份,-0.27,2026-05-14,↓ 净流出
国网英大,-0.27,2026-05-14,↓ 净流出
信达证券,-0.27,2026-05-14,↓ 净流出
健友股份,-0.28,2026-05-14,↓ 净流出
三维股份,-0.28,2026-05-14,↓ 净流出
天普股份,-0.28,2026-05-14,↓ 净流出
中直股份,-0.28,2026-05-14,↓ 净流出
格林达,-0.28,2026-05-14,↓ 净流出
鑫科材料,-0.28,2026-05-14,↓ 净流出
康恩贝,-0.28,2026-05-14,↓ 净流出
咸亨国际,-0.28,2026-05-14,↓ 净流出
中闽能源,-0.28,2026-05-14,↓ 净流出
华远控股,-0.28,2026-05-14,↓ 净流出
豪能股份,-0.28,2026-05-14,↓ 净流出
华电科工,-0.28,2026-05-14,↓ 净流出
五矿发展,-0.28,2026-05-14,↓ 净流出
埃泰克,-0.28,2026-05-14,↓ 净流出
天有为,-0.29,2026-05-14,↓ 净流出
华银电力,-0.29,2026-05-14,↓ 净流出
绿地控股,-0.29,2026-05-14,↓ 净流出
天地科技,-0.29,2026-05-14,↓ 净流出
ST际华,-0.29,2026-05-14,↓ 净流出
北大荒,-0.29,2026-05-14,↓ 净流出
其他家电Ⅲ,-0.29,2026-05-14,↓ 净流出
其他家电Ⅱ,-0.29,2026-05-14,↓ 净流出
三佳科技,-0.29,2026-05-14,↓ 净流出
力鼎光电,-0.29,2026-05-14,↓ 净流出
大智慧,-0.29,2026-05-14,↓ 净流出
国网信通,-0.29,2026-05-14,↓ 净流出
杭萧钢构,-0.29,2026-05-14,↓ 净流出
科力远,-0.29,2026-05-14,↓ 净流出
亚宝药业,-0.29,2026-05-14,↓ 净流出
中国瑞林,-0.30,2026-05-14,↓ 净流出
至正股份,-0.30,2026-05-14,↓ 净流出
*ST福成,-0.30,2026-05-14,↓ 净流出
综合包装,-0.30,2026-05-14,↓ 净流出
农用机械,-0.30,2026-05-14,↓ 净流出
起帆电缆,-0.30,2026-05-14,↓ 净流出
银龙股份,-0.30,2026-05-14,↓ 净流出
中贝通信,-0.30,2026-05-14,↓ 净流出
万控智造,-0.31,2026-05-14,↓ 净流出
舒华体育,-0.31,2026-05-14,↓ 净流出
中信建投,-0.31,2026-05-14,↓ 净流出
乳品,-0.31,2026-05-14,↓ 净流出
端到端供应链服务,-0.31,2026-05-14,↓ 净流出
汽车服务,-0.31,2026-05-14,↓ 净流出
白云电器,-0.32,2026-05-14,↓ 净流出
乳业,-0.32,2026-05-14,↓ 净流出
鲁抗医药,-0.32,2026-05-14,↓ 净流出
德新科技,-0.32,2026-05-14,↓ 净流出
索通发展,-0.32,2026-05-14,↓ 净流出
*ST实达,-0.32,2026-05-14,↓ 净流出
浙商证券,-0.32,2026-05-14,↓ 净流出
航天晨光,-0.32,2026-05-14,↓ 净流出
中材节能,-0.33,2026-05-14,↓ 净流出
国金证券,-0.33,2026-05-14,↓ 净流出
爱玛科技,-0.33,2026-05-14,↓ 净流出
西藏旅游,-0.33,2026-05-14,↓ 净流出
财通证券,-0.34,2026-05-14,↓ 净流出
吉鑫科技,-0.34,2026-05-14,↓ 净流出
资产管理,-0.34,2026-05-14,↓ 净流出
亚盛集团,-0.34,2026-05-14,↓ 净流出
国投资本,-0.34,2026-05-14,↓ 净流出
中国电影,-0.34,2026-05-14,↓ 净流出
南京熊猫,-0.34,2026-05-14,↓ 净流出
明星电力,-0.35,2026-05-14,↓ 净流出
洗护用品,-0.35,2026-05-14,↓ 净流出
首开股份,-0.35,2026-05-14,↓ 净流出
合锻智能,-0.35,2026-05-14,↓ 净流出
春秋航空,-0.35,2026-05-14,↓ 净流出
中曼石油,-0.35,2026-05-14,↓ 净流出
海鸥股份,-0.35,2026-05-14,↓ 净流出
白云山,-0.35,2026-05-14,↓ 净流出
宁波港,-0.35,2026-05-14,↓ 净流出
宠物食品,-0.36,2026-05-14,↓ 净流出
中航重机,-0.36,2026-05-14,↓ 净流出
金龙汽车,-0.36,2026-05-14,↓ 净流出
展鹏科技,-0.36,2026-05-14,↓ 净流出
永创智能,-0.36,2026-05-14,↓ 净流出
洪都航空,-0.36,2026-05-14,↓ 净流出
物产中大,-0.37,2026-05-14,↓ 净流出
学历教育,-0.37,2026-05-14,↓ 净流出
调味发酵品Ⅲ,-0.37,2026-05-14,↓ 净流出
调味发酵品Ⅱ,-0.37,2026-05-14,↓ 净流出
梅花生物,-0.37,2026-05-14,↓ 净流出
其他家居用品,-0.37,2026-05-14,↓ 净流出
冠盛股份,-0.37,2026-05-14,↓ 净流出
ST百利,-0.37,2026-05-14,↓ 净流出
江南高纤,-0.37,2026-05-14,↓ 净流出
家纺,-0.38,2026-05-14,↓ 净流出
江苏金租,-0.38,2026-05-14,↓ 净流出
中国建筑,-0.38,2026-05-14,↓ 净流出
粮食种植,-0.39,2026-05-14,↓ 净流出
华建集团,-0.39,2026-05-14,↓ 净流出
电投水电,-0.39,2026-05-14,↓ 净流出
国投电力,-0.39,2026-05-14,↓ 净流出
金瑞矿业,-0.40,2026-05-14,↓ 净流出
和邦生物,-0.40,2026-05-14,↓ 净流出
海南矿业,-0.40,2026-05-14,↓ 净流出
润达医疗,-0.41,2026-05-14,↓ 净流出
国泰集团,-0.41,2026-05-14,↓ 净流出
上海机电,-0.41,2026-05-14,↓ 净流出
浙大网新,-0.41,2026-05-14,↓ 净流出
宁波韵升,-0.41,2026-05-14,↓ 净流出
上海机场,-0.42,2026-05-14,↓ 净流出
安孚科技,-0.42,2026-05-14,↓ 净流出
山东药玻,-0.42,2026-05-14,↓ 净流出
星宇股份,-0.42,2026-05-14,↓ 净流出
黑牡丹,-0.42,2026-05-14,↓ 净流出
华海药业,-0.42,2026-05-14,↓ 净流出
中银证券,-0.42,2026-05-14,↓ 净流出
新化股份,-0.42,2026-05-14,↓ 净流出
丰林集团,-0.43,2026-05-14,↓ 净流出
山东玻纤,-0.43,2026-05-14,↓ 净流出
九洲药业,-0.43,2026-05-14,↓ 净流出
林洋能源,-0.43,2026-05-14,↓ 净流出
商用载货车,-0.43,2026-05-14,↓ 净流出
公路货运,-0.44,2026-05-14,↓ 净流出
XD宏发股,-0.44,2026-05-14,↓ 净流出
福斯特,-0.44,2026-05-14,↓ 净流出
通化东宝,-0.44,2026-05-14,↓ 净流出
油品石化贸易,-0.44,2026-05-14,↓ 净流出
华脉科技,-0.44,2026-05-14,↓ 净流出
泛微网络,-0.44,2026-05-14,↓ 净流出
城建发展,-0.44,2026-05-14,↓ 净流出
昊华科技,-0.44,2026-05-14,↓ 净流出
引力传媒,-0.44,2026-05-14,↓ 净流出
恒为科技,-0.45,2026-05-14,↓ 净流出
和顺石油,-0.45,2026-05-14,↓ 净流出
民生银行,-0.45,2026-05-14,↓ 净流出
铜峰电子,-0.45,2026-05-14,↓ 净流出
罗曼股份,-0.46,2026-05-14,↓ 净流出
社区团购,-0.46,2026-05-14,↓ 净流出
伊利股份,-0.46,2026-05-14,↓ 净流出
复星医药,-0.46,2026-05-14,↓ 净流出
艾迪精密,-0.46,2026-05-14,↓ 净流出
国睿科技,-0.46,2026-05-14,↓ 净流出
万泰生物,-0.47,2026-05-14,↓ 净流出
联美控股,-0.47,2026-05-14,↓ 净流出
龙净环保,-0.47,2026-05-14,↓ 净流出
扬农化工,-0.48,2026-05-14,↓ 净流出
公交,-0.48,2026-05-14,↓ 净流出
火炬电子,-0.48,2026-05-14,↓ 净流出
上海沪工,-0.48,2026-05-14,↓ 净流出
旭升集团,-0.48,2026-05-14,↓ 净流出
信托,-0.49,2026-05-14,↓ 净流出
德才股份,-0.49,2026-05-14,↓ 净流出
玲珑轮胎,-0.49,2026-05-14,↓ 净流出
海南橡胶,-0.49,2026-05-14,↓ 净流出
乐山电力,-0.49,2026-05-14,↓ 净流出
科达制造,-0.49,2026-05-14,↓ 净流出
风语筑,-0.49,2026-05-14,↓ 净流出
海立股份,-0.50,2026-05-14,↓ 净流出
北特科技,-0.50,2026-05-14,↓ 净流出
广告媒体,-0.50,2026-05-14,↓ 净流出
海量数据,-0.50,2026-05-14,↓ 净流出
油气及炼化工程,-0.50,2026-05-14,↓ 净流出
桂冠电力,-0.51,2026-05-14,↓ 净流出
长城汽车,-0.51,2026-05-14,↓ 净流出
涤纶,-0.51,2026-05-14,↓ 净流出
振石股份,-0.51,2026-05-14,↓ 净流出
巨化股份,-0.51,2026-05-14,↓ 净流出
宝钛股份,-0.51,2026-05-14,↓ 净流出
视频媒体,-0.52,2026-05-14,↓ 净流出
中国中冶,-0.52,2026-05-14,↓ 净流出
平高电气,-0.52,2026-05-14,↓ 净流出
嘉泽新能,-0.52,2026-05-14,↓ 净流出
电子后视镜,-0.52,2026-05-14,↓ 净流出
中国人保,-0.53,2026-05-14,↓ 净流出
中国银行,-0.53,2026-05-14,↓ 净流出
振华重工,-0.53,2026-05-14,↓ 净流出
三孚股份,-0.53,2026-05-14,↓ 净流出
教育出版,-0.53,2026-05-14,↓ 净流出
中信重工,-0.53,2026-05-14,↓ 净流出
海油工程,-0.53,2026-05-14,↓ 净流出
方大炭素,-0.53,2026-05-14,↓ 净流出
酒店餐饮,-0.54,2026-05-14,↓ 净流出
上海贝岭,-0.54,2026-05-14,↓ 净流出
东百集团,-0.54,2026-05-14,↓ 净流出
医美耗材,-0.54,2026-05-14,↓ 净流出
红星发展,-0.54,2026-05-14,↓ 净流出
浙江新能,-0.55,2026-05-14,↓ 净流出
长源东谷,-0.55,2026-05-14,↓ 净流出
兴业银行,-0.55,2026-05-14,↓ 净流出
狮头股份,-0.55,2026-05-14,↓ 净流出
贸易Ⅲ,-0.55,2026-05-14,↓ 净流出
贸易Ⅱ,-0.55,2026-05-14,↓ 净流出
宇通客车,-0.56,2026-05-14,↓ 净流出
南网储能,-0.56,2026-05-14,↓ 净流出
内蒙一机,-0.56,2026-05-14,↓ 净流出
神马电力,-0.56,2026-05-14,↓ 净流出
金晶科技,-0.56,2026-05-14,↓ 净流出
其他数字媒体,-0.56,2026-05-14,↓ 净流出
华域汽车,-0.56,2026-05-14,↓ 净流出
粮油加工,-0.57,2026-05-14,↓ 净流出
恒生电子,-0.57,2026-05-14,↓ 净流出
厨房小家电,-0.57,2026-05-14,↓ 净流出
盛洋科技,-0.58,2026-05-14,↓ 净流出
依顿电子,-0.58,2026-05-14,↓ 净流出
医疗美容,-0.58,2026-05-14,↓ 净流出
苏州高新,-0.58,2026-05-14,↓ 净流出
甘李药业,-0.58,2026-05-14,↓ 净流出
钢铁管材,-0.58,2026-05-14,↓ 净流出
